2016-09-09 00:00:00.000 +0200,Partly Cloudy,rain,17.755555555555556,17.755555555555556,0.81,1.84,12.0,10.0,0.0,1014.65,Partly cloudy starting in the morning.
2016-09-09 01:00:00.000 +0200,Clear,rain,16.622222222222224,16.622222222222224,0.87,2.13,349.0,10.0,0.0,1014.56,Partly cloudy starting in the morning.
2016-09-09 02:00:00.000 +0200,Clear,rain,16.144444444444446,16.144444444444446,0.87,2.27,16.0,9.41,0.0,1014.69,Partly cloudy starting in the morning.
2016-09-09 03:00:00.000 +0200,Clear,rain,15.594444444444443,15.594444444444443,0.87,2.04,41.0,9.59,0.0,1014.52,Partly cloudy starting in the morning.
2016-09-09 04:00:00.000 +0200,Clear,rain,15.011111111111113,15.011111111111113,0.93,1.99,341.0,9.83,0.0,1014.37,Partly cloudy starting in the morning.
2016-09-09 05:00:00.000 +0200,Clear,rain,15.016666666666667,15.016666666666667,0.9,1.68,359.0,9.29,0.0,1014.55,Partly cloudy starting in the morning.
2016-09-09 06:00:00.000 +0200,Clear,rain,13.872222222222222,13.872222222222222,0.93,2.95,0.0,9.83,0.0,1014.66,Partly cloudy starting in the morning.
2016-09-09 07:00:00.000 +0200,Clear,rain,16.072222222222223,16.072222222222223,0.88,1.73,12.0,9.77,0.0,1015.25,Partly cloudy starting in the morning.
2016-09-09 08:00:00.000 +0200,Partly Cloudy,rain,19.561111111111106,19.561111111111106,0.75,2.31,12.0,9.29,0.0,1015.28,Partly cloudy starting in the morning.
2016-09-09 09:00:00.000 +0200,Partly Cloudy,rain,22.138888888888886,22.138888888888886,0.65,4.83,30.0,10.0,0.0,1015.46,Partly cloudy starting in the morning.
2016-09-09 10:00:00.000 +0200,Partly Cloudy,rain,22.872222222222224,22.872222222222224,0.59,3.99,49.0,10.0,0.0,1015.65,Partly cloudy starting in the morning.
2016-09-09 11:00:00.000 +0200,Partly Cloudy,rain,27.072222222222226,27.022222222222222,0.42,7.46,49.0,9.66,0.0,1015.44,Partly cloudy starting in the morning.
2016-09-09 12:00:00.000 +0200,Partly Cloudy,rain,28.86666666666666,28.216666666666672,0.37,8.65,61.0,10.0,0.0,1015.35,Partly cloudy starting in the morning.
2016-09-09 13:00:00.000 +0200,Partly Cloudy,rain,30.99444444444445,29.97222222222222,0.33,9.7,70.0,10.0,0.0,1014.86,Partly cloudy starting in the morning.
2016-09-09 14:00:00.000 +0200,Partly Cloudy,rain,30.894444444444446,29.450000000000003,0.28,9.18,43.0,9.66,0.0,1014.66,Partly cloudy starting in the morning.
2016-09-09 15:00:00.000 +0200,Partly Cloudy,rain,31.083333333333332,29.616666666666667,0.28,9.63,40.0,10.0,0.0,1014.17,Partly cloudy starting in the morning.
2016-09-09 16:00:00.000 +0200,Partly Cloudy,rain,31.083333333333332,29.61111111111111,0.28,8.63,40.0,10.0,0.0,1013.97,Partly cloudy starting in the morning.
2016-09-09 17:00:00.000 +0200,Partly Cloudy,rain,30.766666666666666,29.311111111111114,0.28,8.83,24.0,9.66,0.0,1013.83,Partly cloudy starting in the morning.
2016-09-09 18:00:00.000 +0200,Partly Cloudy,rain,28.838888888888885,27.849999999999998,0.32,7.58,21.0,10.0,0.0,1014.07,Partly cloudy starting in the morning.
2016-09-09 19:00:00.000 +0200,Partly Cloudy,rain,26.016666666666666,26.016666666666666,0.43,6.83,31.0,10.0,0.0,1014.36,Partly cloudy starting in the morning.
2016-09-09 20:00:00.000 +0200,Partly Cloudy,rain,24.583333333333332,24.583333333333332,0.48,6.27,20.0,9.66,0.0,1015.16,Partly cloudy starting in the morning.
2016-09-09 21:00:00.000 +0200,Partly Cloudy,rain,22.03888888888889,22.03888888888889,0.56,5.58,30.0,10.0,0.0,1015.66,Partly cloudy starting in the morning.
2016-09-09 22:00:00.000 +0200,Partly Cloudy,rain,21.522222222222222,21.522222222222222,0.6,6.54,20.0,10.0,0.0,1015.95,Partly cloudy starting in the morning.
2016-09-09 23:00:00.000 +0200,Partly Cloudy,rain,20.438888888888894,20.438888888888894,0.61,3.65,39.0,9.64,0.0,1016.16,Partly cloudy starting in the morning.
